origem;destino;custo_menor_custo;duracao_menor_custo;custo_menor_duracao;duracao_menor_duracao
SBRJ;SBJV; 353; 4h 40m; 353;1150
SBRJ;SBNF; 416; 1h 30m;351;130
SBRJ;SBAR; 586; 8h 55m;586;135
SBRJ;SBAU; 1838; 3h 55m;397;345
SBRJ;SBAQ;NONE;NONE;NONE;NONE
SBRJ;SBAE;NONE;NONE;NONE;NONE
SBRJ;SBKP; 441; 1h 5m; 441;15
SBRJ;SBGR; 164; 1h 5m;99;15
SBRJ;SBML; 1243; 3h; 1243;3
SBRJ;SBDN; 427; 2h 45m; 427;245
SBRJ;SBRP; 225; 1h 50m; 225;150
SBRJ;SBSR; 365; 4h 45m;168;310
SBRJ;SBSJ; 300; 1h 10m;220;110
SBRJ;SBSP; 155; 1h 10m;80;110
SBRJ;SWGN; 1520; 20h 35m; 1520;2035
SBRJ;SBPJ; 464; 3h 40m;426;2240
SBRJ;SBRJ;NONE;NONE;NONE;NONE
SBSG;SBCZ; 1496; 9h 25m;1431;925
SBSG;SBRB; 1233; 26h;1233;10
SBSG;SBMO; 457; 7h 10m; 530;3
SBSG;SWKO;NONE;NONE;NONE;NONE
SBSG;SBEG; 1063; 9h 40m; 1063;1130
SBSG;SWPI;NONE;NONE;NONE;NONE
SBSG;SBTT;NONE;NONE;NONE;NONE
SBSG;SBTF;NONE;NONE;NONE;NONE
SBSG;SBMQ; 565; 6h 25m; 607;115
SBSG;SNBR; 2185; 19h;2100;19
SBSG;SBIL; 1157; 9h 25m;1121;1135
SBSG;SBLE; 2185; 17h 45m;2100;1745
SBSG;SBUF;NONE;NONE;NONE;NONE
SBSG;SBPS; 1015; 5h 45m; 1035;1025
SBSG;SBSV; 488; 4h 50m;484;130
SBSG;SNTF;NONE;NONE;NONE;NONE
SBSG;SBQV; 1194; 9h 45m; 1360;1340
SBSG;SBFZ; 267; 1h;267;1
SBSG;SBJU; 646; 3h 20m;581;320
SBSG;SBBR; 1161; 2h 45m; 658;1130
SBSG;SBVT; 1014; 31h 55m;897;1325
SBSG;SBCN; 2185; 13h 30m;2100;1330
SBSG;SBGO; 738; 32h 5m; 738;325
SBSG;SWLC; 1229; 8h 40m; 1986;1830
SBSG;SBIZ; 780; 15h 55m; 818;1015
SBSG;SBSL; 718; 8h 45m; 768;3435
SBSG;SBAX;NONE;NONE;NONE;NONE
SBSG;SBBH;NONE;NONE;NONE;NONE
SBSG;SBCF; 570; 9h 15m; 625;1555
SBSG;SBZM;NONE;NONE;NONE;NONE
SBSG;SBGV; 1191; 5h 50m; 2100;1540
SBSG;SBJF; 1568; 17h 30m;1503;1730
SBSG;SBMK; 1209; 6h 5m; 1360;1125
SBSG;SNPD;NONE;NONE;NONE;NONE
SBSG;SBIP; 1287; 5h 35m;1207;535
SBSG;SBUR; 1295; 8h 20m; 2100;18
SBSG;SBUL; 473; 19h 35m; 473;1455
SBSG;SBCG; 789; 35h 10m; 789;3510
SBSG;SBCR;NONE;NONE;NONE;NONE
SBSG;SBDO;NONE;NONE;NONE;NONE
SBSG;SBTG;NONE;NONE;NONE;NONE
SBSG;SBAT; 2109; 17h 40m;1997;1740
SBSG;SWRD; 1415; 32h 25m; 2100;1010
SBSG;SWSI; 2185; 17h 30m;2100;1730
SBSG;SBCY; 767; 14h 30m; 767;1430
SBSG;SBHT; 1595; 7h 50m;1515;750
SBSG;SBBE; 560; 15h 10m; 560;1510
SBSG;SBIH;NONE;NONE;NONE;NONE
SBSG;SBMA; 1136; 16h 30m;1136;1150
SBSG;SBCJ; 1137; 10h 20m;1072;1020
SBSG;SBSN; 569; 16h 35m; 629;1555
SBSG;SBJP;1685;2h 55m;1685;2h 55m
SBSG;SBFN; 863; 3h 15m;813;110
SBSG;SBPL; 1100; 12h 5m; 1100;125
SBSG;SBRF; 456; 55m; 456;235
SBSG;SBPB;NONE;NONE;NONE;NONE
SBSG;SBTE; 1078; 7h 35m;815;22
SBSG;SBCA; 909; 18h 25m; 909;1825
SBSG;SBCT; 722; 5h 25m; 722;525
SBSG;SBFI; 543; 7h 30m; 612;645
SBSG;SBLO; 1021; 35h 5m; 823;3130
SBSG;SBMG; 835; 8h 15m;770;815
SBSG;SBCB; 2152; 20h 5m;1982;205
SBSG;SBCP;NONE;NONE;NONE;NONE
SBSG;SBME;NONE;NONE;NONE;NONE
SBSG;SBGL; 865; 3h 5m;795;35
SBSG;SBSG;NONE;NONE;NONE;NONE
SBSG;SSKW; 2185; 17h 40m;2100;1740
SBSG;SBJI;NONE;NONE;NONE;NONE
SBSG;SBPV; 1168; 7h 45m; 1173;1225
SBSG;SBVH; 2185; 17h 45m;2100;1745
SBSG;SBBV; 1366; 8h 45m;1286;845
SBSG;SBCX; 894; 15h 10m; 929;1040
SBSG;SBPF; 1081; 18h 40m; 1081;1840
SBSG;SBPK; 1405; 19h 25m; 2100;1525
SBSG;SBPA; 1248; 8h;1248;555
SBSG;SBSM;NONE;NONE;NONE;NONE
SBSG;SBCH;931; 8h 45m;931;65
SBSG;SBFL;1045;42h 35m;1052;5h 35m
SBSG;SBCM;NONE;NONE;NONE;NONE
SBSG;SBJV; 427; 9h 55m; 427;25
SBSG;SBNF;672;17h 55m;716;21h 30m
SBSG;SBAR; 828; 2h 50m;753;250
SBSG;SBAU; 1510; 8h 10m;1430;810
SBSG;SBAQ;NONE;NONE;NONE;NONE
SBSG;SBAE;NONE;NONE;NONE;NONE
SBSG;SBKP; 715; 5h 55m; 853;1035
SBSG;SBGR;648;25h 35m;648;28h 10m
SBSG;SBML; 2185; 8h 15m;2100;815
SBSG;SBDN; 1000; 7h 55m;935;755
SBSG;SBRP; 1229; 5h 20m; 1256;1310
SBSG;SBSR; 694; 9h 35m;694;810
SBSG;SBSJ;NONE;NONE;NONE;NONE
SBSG;SBSP; 934; 5h 40m; 934;540
SBSG;SWGN;NONE;NONE;NONE;NONE
SBSG;SBPJ; 1053; 14h 40m; 1053;1440
SBSG;SBRJ; 743; 7h 30m;743;545
SBPV;SBCZ; 612; 14h 5m;547;145
SBPV;SBRB;NONE;NONE;NONE;NONE
SBPV;SBMO;1033;27h;1144;20h 50m
SBPV;SWKO;NONE;NONE;NONE;NONE
SBPV;SWEI;NONE;NONE;NONE;NONE
SBPV;SBEG; 488; 1h 20m;488;120
SBPV;SWPI;NONE;NONE;NONE;NONE
SBPV;SBUA;NONE;NONE;NONE;NONE
SBPV;SBTT; 730; 2h 20m;650;220
SBPV;SBTF;NONE;NONE;NONE;NONE
SBPV;SBMQ; 1167; 6h 25m;917;1350
SBPV;SNBR; 1263; 8h 25m; 1319;555
SBPV;SBFE;NONE;NONE;NONE;NONE
SBPV;SBIL; 1157; 24h 50m;1157;2450
SBPV;SBLE; 1294; 22h 50m;1214;2250
SBPV;SBUF;NONE;NONE;NONE;NONE
SBPV;SBPS;1093;5h 25m;1093;23h
SBPV;SBSV;1101;5h 45m;1156;9h 45m
SBPV;SNTF;NONE;NONE;NONE;NONE
SBPV;SBQV; 1106; 10h 55m; 1106;1055
SBPV;SBFZ; 893; 24h 5m;828;245
SBPV;SBJU; 677; 9h 20m; 733;1915
SBPV;SBBR; 865; 7h 25m; 992;250
SBPV;SBVT;795;17h 20m;835;8h 35m
SBPV;SBCN; 2185; 11h 55m;2100;1155
SBPV;SBGO;929;3h 45m;967;6h 55m
SBPV;SWLC; 1092; 13h 40m;1012;1340
SBPV;SBIZ; 1537; 12h 5m;1442;125
SBPV;SBSL; 1093; 7h 35m;929;1035
SBPV;SBBH;NONE;NONE;NONE;NONE
SBPV;SBCF;1013;24h 35m;1057;22h 15m
SBPV;SBZM;NONE;NONE;NONE;NONE
SBPV;SBGV;NONE;NONE;NONE;NONE
SBPV;SBMK; 1251; 7h 5m;1171;75
SBPV;SNPD;NONE;NONE;NONE;NONE
SBPV;SBIP; 1440; 7h 30m;1360;730
SBPV;SBUR;NONE;NONE;NONE;NONE
SBPV;SBUL; 1093; 7h 30m;1093;55
SBPV;SBCG;618;13h 15m;618;20h 30m
SBPV;SBCR;NONE;NONE;NONE;NONE
SBPV;SBDO;NONE;NONE;NONE;NONE
SBPV;SBTG;NONE;NONE;NONE;NONE
SBPV;SBAT;NONE;NONE;NONE;NONE
SBPV;SWRD; 1905; 26h 50m;1840;2650
SBPV;SWSI; 2170; 10h 45m;2000;1045
SBPV;SBCY;746;1h 50m;770;18h 30m
SBPV;SBHT; 1431; 6h 50m;1351;650
SBPV;SBBE; 841; 8h 10m; 853;445
SBPV;SBIH;NONE;NONE;NONE;NONE
SBPV;SBMA; 1018; 8h 10m; 1239;2555
SBPV;SBTB;NONE;NONE;NONE;NONE
SBPV;SBCJ; 1158; 10h 5m;1093;105
SBPV;SBSN; 1646; 25h 20m; 1646;2520
SBPV;SBTU;NONE;NONE;NONE;NONE
SBPV;SBJP;1195; 11h 10m;1120;1110
SBPV;SBKG; 2089; 11h 50m;2024;1150
SBPV;SBFN; 1693; 9h 10m; 1761;1035
SBPV;SBPL; 1158; 19h 55m; 1257;1025
SBPV;SBRF; 687; 8h 30m; 687;830
SBPV;SBPB;NONE;NONE;NONE;NONE
SBPV;SBTE; 1093; 7h 25m; 1093;725
SBPV;SBCA; 1048; 8h 20m; 989;1130
SBPV;SBCT; 781; 12h 30m;716;1230
SBPV;SBFI;812;19h 15m;1093;11h 40m
SBPV;SBLO;1061;13h 50m;1093;11h 45m
SBPV;SBMG; 736; 16h 30m; 794;1315
SBPV;SBCB;NONE;NONE;NONE;NONE
SBPV;SBCP; 1003; 8h 50m;923;850
SBPV;SBME;NONE;NONE;NONE;NONE
SBPV;SBGL;723; 10h 50m; 723;1050
SBPV;SBNT;NONE;NONE;NONE;NONE
SBPV;SBSG; 1093; 11h 35m; 1093;1135
SBPV;SSKW; 1048; 12h 50m;963;1250
SBPV;SBPV;NONE;NONE;NONE;NONE
SBPV;SBVH;NONE;NONE;NONE;NONE
SBPV;SBBV; 1878; 22h 50m; 1878;2250
SBPV;SBCX; 1093; 13h 20m; 1093;1320
SBPV;SBPF; 1081; 11h 15m; 1081;1115
SBPV;SBPK; 1433; 10h 35m;1353;1035
SBPV;SBPA; 650; 9h 45m; 720;1615
SBPV;SBSM; 1672; 15h;1592;15
SBPV;SBCH; 679; 8h 5m; 805;1245
SBPV;SBFL; 1048; 8h 40m;760;3220
SBPV;SBCM;NONE;NONE;NONE;NONE
SBPV;SBJV; 1093; 11h 30m; 1093;1130
SBPV;SBNF; 1093; 7h 40m; 1093;740
SBPV;SBAR; 1093; 12h;1093;1030
SBPV;SBAU; 1285; 8h 10m;1205;810
SBPV;SBAQ;NONE;NONE;NONE;NONE
SBPV;SBAE;NONE;NONE;NONE;NONE
SBPV;SBKP; 692; 7h 15m;690;535
SBPV;SBGR; 758; 6h 15m;754;555
SBPV;SBML; 2100; 8h 10m;883;1315
SBPV;SBDN; 1093; 7h 5m; 1093;75
SBPV;SBRP; 694; 17h;694;17
SBPV;SBSR;761;9h 25m;762;8h 35m
SBPV;SBSJ; 1533; 17h 20m;1448;1720
SBPV;SBSP; 655; 7h 35m;655;13
SBPV;SWGN;NONE;NONE;NONE;NONE
SBPV;SBPJ;1082;19h 50m;1082;19h 50m
SBPV;SBRJ;674;24h 30m;754;5h 55m
SBPA;SBCZ; 1313; 8h 50m;1248;850
SBPA;SBRB;1096;6h 55m;1096;26h 30m
SBPA;SBMO; 770; 12h;709;12
SBPA;SWKO;NONE;NONE;NONE;NONE
SBPA;SWEI;NONE;NONE;NONE;NONE
SBPA;SBEG; 646; 6h 10m; 654;555
SBPA;SWPI;NONE;NONE;NONE;NONE
SBPA;SBUA;NONE;NONE;NONE;NONE
SBPA;SBTT; 897; 13h 15m;817;1315
SBPA;SBTF;NONE;NONE;NONE;NONE
SBPA;SBMQ;899;8h 35m;900;29h
SBPA;SNBR; 1169; 15h 5m; 1169;155
SBPA;SBFE;NONE;NONE;NONE;NONE
SBPA;SBIL; 552; 9h 20m;552;1010
SBPA;SBLE; 1498; 17h 50m;1418;1750
SBPA;SBUF;NONE;NONE;NONE;NONE
SBPA;SBPS;442;10h 15m;454;11h 40m
SBPA;SBSV;521;5h 55m;527;5h
SBPA;SNTF;NONE;NONE;NONE;NONE
SBPA;SNVB;NONE;NONE;NONE;NONE
SBPA;SBQV; 302; 10h 35m; 302;1035
SBPA;SBFZ; 698; 6h 10m; 698;610
SBPA;SBJU; 731; 5h 35m;694;535
SBPA;SBBR; 190; 2h 30m; 190;230
SBPA;SBVT;533;4h;573;3h 25m
SBPA;SBCN; 1193; 4h 35m;780;1225
SBPA;SBGO;429;5h 25m;457;4h 5m
SBPA;SWLC; 770; 4h 40m;690;440
SBPA;SBIZ;992;22h 45m;1045;5h 20m
SBPA;SBSL; 633; 9h 45m; 639;19
SBPA;SBAX;NONE;NONE;NONE;NONE
SBPA;SBBH;NONE;NONE;NONE;NONE
SBPA;SBCF; 208; 9h 5m; 520;25
SBPA;SNDV;NONE;NONE;NONE;NONE
SBPA;SBZM;NONE;NONE;NONE;NONE
SBPA;SBGV; 1074; 7h 50m; 1426;6
SBPA;SBJF; 669; 3h 50m;593;350
SBPA;SBMK; 593; 5h 55m;559;45
SBPA;SNPD;NONE;NONE;NONE;NONE
SBPA;SBIP; 850; 4h 30m;770;430
SBPA;SBUR; 527; 8h 30m;447;830
SBPA;SBUL; 349; 4h 10m; 349;2050
SBPA;SBDB;NONE;NONE;NONE;NONE
SBPA;SBCG;437;23h 30m;523;12h 20m
SBPA;SBCR;NONE;NONE;NONE;NONE
SBPA;SBDO;NONE;NONE;NONE;NONE
SBPA;SBTG;NONE;NONE;NONE;NONE
SBPA;SBAT; 1167; 6h 35m;1087;635
SBPA;SWRD; 1554; 4h 30m;1489;430
SBPA;SWSI; 1037; 15h 40m;957;1540
SBPA;SBCY;532;4h 40m;566;6h 5m
SBPA;SBHT; 1353; 9h 50m;1273;950
SBPA;SBBE;540;25h 30m;740;24h
SBPA;SBIH;NONE;NONE;NONE;NONE
SBPA;SBMA;816;25h 55m;902;6h 45m
SBPA;SBTB;NONE;NONE;NONE;NONE
SBPA;SBCJ; 1002; 6h 55m;951;655
SBPA;SBSN; 673; 8h 55m;608;855
SBPA;SBJP; 664; 36h 20m; 664;3620
SBPA;SBKG; 744; 5h 40m; 744;540
SBPA;SBFN; 1255; 8h 20m; 1361;750
SBPA;SBPL; 926; 5h 25m; 926;525
SBPA;SBRF; 731; 5h 45m; 741;540
SBPA;SBPB;NONE;NONE;NONE;NONE
SBPA;SBTE;552;21h 15m;611;15h 55m
SBPA;SBCA; 411; 3h 35m; 411;335
SBPA;SBCT; 536; 1h 10m;471;110
SBPA;SBFI; 540; 1h 15m;240;115
SBPA;SBLO;405;4h 40m;431;5h 25m
SBPA;SBMG;446;5h 20m;524;4h
SBPA;SBCB; 904; 20h 10m;824;2010
SBPA;SBCP; 607; 5h 25m;527;525
SBPA;SBME;NONE;NONE;NONE;NONE
SBPA;SBGL; 573; 3h 40m; 742;150
SBPA;SBNT;NONE;NONE;NONE;NONE
SBPA;SBSG; 1181; 9h 10m; 1248;550
SBPA;SSKW; 1351; 6h 35m;1271;635
SBPA;SBJI;NONE;NONE;NONE;NONE
SBPA;SBPV;650;10h;650;13h 40m
SBPA;SBVH; 2185; 6h 40m;2100;640
SBPA;SBBV; 824; 8h 15m; 851;1650
SBPA;SBPF; 1146; 5h 5m;1081;55
SBPA;SBPK; 662; 55m;582;55
SBPA;SBPA;NONE;NONE;NONE;NONE
SBPA;SBSM; 420; 1h;340;1
SBPA;SBCH; 380; 6h 10m; 450;245
SBPA;SBFL; 274; 55m; 278;345
SBPA;SBCM;NONE;NONE;NONE;NONE
SBPA;SBJV; 254; 3h 30m; 254;330
SBPA;SBNF; 450; 1h 20m; 450;120
SBPA;SBAR; 828; 6h 55m;788;1225
SBPA;SBAU; 748; 3h 25m;668;325
SBPA;SBAQ;NONE;NONE;NONE;NONE
SBPA;SBAE;NONE;NONE;NONE;NONE
SBPA;SBKP; 537; 1h 35m;501;135
SBPA;SBGR; 120; 1h 35m;120;135
SBPA;SBML; 713; 4h 15m;633;415
SBPA;SBDN; 508; 3h 45m; 508;345
SBPA;SBRP; 392; 4h 35m; 417;325
SBPA;SBSR; 312; 8h 15m; 335;325
SBPA;SBSJ; 547; 8h 10m;497;1145
SBPA;SBSP; 410; 1h 40m;360;140
SBPA;SWGN; 1447; 19h 55m;1382;1955
SBPA;SBPJ; 548; 6h 50m;521;1245
SBPA;SBRJ;674;1h 45m;724;3h 30m
SBSP;SBCZ; 1479; 9h 30m; 1800;8
SBSP;SBRB; 696; 5h 50m; 743;2730
SBSP;SBMO;978;13h 30m;1161;2h 55m
SBSP;SWKO;NONE;NONE;NONE;NONE
SBSP;SWEI;NONE;NONE;NONE;NONE
SBSP;SBEG;826;5h 20m;826;29h 25m
SBSP;SWPI;NONE;NONE;NONE;NONE
SBSP;SBUA;NONE;NONE;NONE;NONE
SBSP;SBTT;NONE;NONE;NONE;NONE
SBSP;SBTF;NONE;NONE;NONE;NONE
SBSP;SBMQ; 1027; 15h 50m; 1027;1250
SBSP;SNBR; 1190; 4h 45m;623;425
SBSP;SBFE;NONE;NONE;NONE;NONE
SBSP;SBIL; 869; 2h 5m; 869;210
SBSP;SBLE;NONE;NONE;NONE;NONE
SBSP;SBUF;NONE;NONE;NONE;NONE
SBSP;SBPS;687;20h 40m;789;3h 35m
SBSP;SBSV;370;14h 40m;823;3h 45m
SBSP;SNTF;NONE;NONE;NONE;NONE
SBSP;SNVB;NONE;NONE;NONE;NONE
SBSP;SBQV; 1024; 5h 5m;900;520
SBSP;SBFZ; 1002; 5h 35m; 1002;535
SBSP;SBJU; 1188; 9h 25m; 2000;625
SBSP;SBBR; 924; 1h 45m; 924;145
SBSP;SBVT; 153; 1h 35m; 296;125
SBSP;SBCN; 396; 1h 35m;330;135
SBSP;SBGO; 800; 3h 50m;800;135
SBSP;SWLC;NONE;NONE;NONE;NONE
SBSP;SBIZ; 875; 12h;875;1010
SBSP;SBSL; 1061; 8h 25m;901;525
SBSP;SBAX;NONE;NONE;NONE;NONE
SBSP;SBBH;NONE;NONE;NONE;NONE
SBSP;SBCF; 153; 1h 15m;88;115
SBSP;SNDV;NONE;NONE;NONE;NONE
SBSP;SBZM;NONE;NONE;NONE;NONE
SBSP;SBGV; 962; 3h 5m;882;35
SBSP;SBJF;NONE;NONE;NONE;NONE
SBSP;SBMK; 752; 3h 5m;672;35
SBSP;SNPD;NONE;NONE;NONE;NONE
SBSP;SBIP; 625; 2h 50m;545;250
SBSP;SBUR; 422; 5h 35m;342;535
SBSP;SBUL; 139; 1h 20m;74;120
SBSP;SBDB;NONE;NONE;NONE;NONE
SBSP;SBCG;577;23h 20m;762;23h 20m
SBSP;SBCR;NONE;NONE;NONE;NONE
SBSP;SBDO;NONE;NONE;NONE;NONE
SBSP;SBTG;NONE;NONE;NONE;NONE
SBSP;SBAT; 1252; 8h 50m;1172;850
SBSP;SWRD;NONE;NONE;NONE;NONE
SBSP;SWSI; 2185; 6h 45m;2100;645
SBSP;SBCY; 620; 2h 15m;555;215
SBSP;SBHT; 1165; 8h 50m;1085;850
SBSP;SBBE; 910; 5h; 910;5
SBSP;SBIH;NONE;NONE;NONE;NONE
SBSP;SBMA;522;27h 30m;555;7h
SBSP;SBTB;NONE;NONE;NONE;NONE
SBSP;SBCJ; 1014; 5h 55m;922;525
SBSP;SBSN; 832; 6h 5m; 832;65
SBSP;SBTU;NONE;NONE;NONE;NONE
SBSP;SBJP; 816; 17h 20m; 816;1720
SBSP;SBKG; 1331; 6h; 1331;6
SBSP;SBFN; 1713; 5h 15m; 2100;1455
SBSP;SBPL; 1338; 17h 30m;1273;1730
SBSP;SBRF; 590; 4h 55m; 786;3
SBSP;SBPB;NONE;NONE;NONE;NONE
SBSP;SBTE; 797; 24h 25m; 856;1835
SBSP;SBCA; 810; 3h 10m;730;310
SBSP;SBCT; 217; 1h; 217;1
SBSP;SBFI; 140; 1h 40m;120;140
SBSP;SBLO; 100; 1h 15m;100;115
SBSP;SBMG; 500; 1h 20m;500;120
SBSP;SBCB;NONE;NONE;NONE;NONE
SBSP;SBCP;NONE;NONE;NONE;NONE
SBSP;SBME;NONE;NONE;NONE;NONE
SBSP;SBGL; 439; 1h; 439;1
SBSP;SBNT;NONE;NONE;NONE;NONE
SBSP;SBSG;934;7h;934;15h 5m
SBSP;SSKW; 1595; 8h 50m;1515;850
SBSP;SBJI;NONE;NONE;NONE;NONE
SBSP;SBPV; 720; 8h 45m; 856;1530
SBSP;SBVH; 2185; 8h 55m;2100;855
SBSP;SBBV;1212;26h 40m;1320;39h 40m
SBSP;SBCX; 720; 1h 35m;655;135
SBSP;SBPF;NONE;NONE;NONE;NONE
SBSP;SBPK; 867; 3h 55m;782;355
SBSP;SBPA; 425; 1h 45m; 480;140
SBSP;SBSM; 935; 5h 25m;855;525
SBSP;SBCH; 880; 6h 50m;800;650
SBSP;SBFL; 374; 1h 15m; 454;1125
SBSP;SBCM;NONE;NONE;NONE;NONE
SBSP;SBJV; 315; 1h 5m; 380;110
SBSP;SBNF; 739; 1h 5m; 739;110
SBSP;SBAR; 844; 4h 55m; 994;235
SBSP;SBAU;NONE;NONE;NONE;NONE
SBSP;SBAE;NONE;NONE;NONE;NONE
SBSP;SBDN; 459; 1h 10m;394;110
SBSP;SBRP; 338; 1h;85;1
SBSP;SBSR; 154; 1h 5m;89;15
SBSP;SBSP;NONE;NONE;NONE;NONE
SBSP;SWGN; 1380; 19h 25m; 1380;1925
